lineage_id,replicate1_counts,replicate2_counts,replicate1_fate,replicate2_fate,pooled_counts,pooled_fate,replicate1_total,replicate2_total,concordant,discordant,replicate1_support,replicate2_support
7a6b3fa8db5d17033ef4,0:1:1,0:0:1,0:1:1,0:0:1,0:1:2,0:1:2,2,1,False,True,011,001
7a83c0361f47cf39db13,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
7aa3641cfc72abd9f5f3,0:0:1,0:0:3,0:0:1,0:0:1,0:0:4,0:0:1,1,3,True,False,001,001
7aa5515dbcd33341c866,0:0:2,0:1:2,0:0:1,0:1:2,0:1:4,0:1:4,2,3,False,True,001,011
7aa9a4458ba9f67b9fb2,0:0:2,0:0:2,0:0:1,0:0:1,0:0:4,0:0:1,2,2,True,False,001,001
7adff7fa718ca1bf9041,16:7:3,38:7:7,16:7:3,38:7:7,54:14:10,27:7:5,26,52,False,True,111,111
7ae542df01ffafc71a89,0:1:2,2:1:2,0:1:2,2:1:2,2:2:4,1:1:2,3,5,False,True,011,111
7afed3cb7c3fa58542b8,2:16:0,0:8:0,1:8:0,0:1:0,2:24:0,1:12:0,18,8,False,True,110,010
7b5870d4165663c74537,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
7b9a26bacbafdf473967,0:0:7,0:1:1,0:0:1,0:1:1,0:1:8,0:1:8,7,2,False,True,001,011
7ba09379dcf41e78153a,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
7ba37392cdebfb0742a4,0:0:1,1:0:3,0:0:1,1:0:3,1:0:4,1:0:4,1,4,False,True,001,101
7bb490ee6f8df3c0e72b,9:6:0,22:10:0,3:2:0,11:5:0,31:16:0,31:16:0,15,32,False,True,110,110
7bc829249408ac7ef343,0:1:2,1:1:1,0:1:2,1:1:1,1:2:3,1:2:3,3,3,False,True,011,111
7c066ff9887bfd30574a,0:0:5,0:0:6,0:0:1,0:0:1,0:0:11,0:0:1,5,6,True,False,001,001
7c12b8abe7704f20c6a3,0:0:4,0:0:7,0:0:1,0:0:1,0:0:11,0:0:1,4,7,True,False,001,001
7c214172fbefec1c0e2d,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
7c6945dd778bc726ecd0,1:6:0,4:0:0,1:6:0,1:0:0,5:6:0,5:6:0,7,4,False,True,110,100
7c7629839494282a4a46,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
7c7a595d24227fad022a,0:0:1,0:0:3,0:0:1,0:0:1,0:0:4,0:0:1,1,3,True,False,001,001
7c92ff8edd24faa99842,0:5:0,1:5:0,0:1:0,1:5:0,1:10:0,1:10:0,5,6,False,True,010,110
7caf95c52ed03f1a7ac9,0:2:0,2:3:0,0:1:0,2:3:0,2:5:0,2:5:0,2,5,False,True,010,110
7cc35e78156d9397a03a,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
7cff38aa739513954c25,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
7d485e2f2acc12d82f74,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
7d69b76d1a4ce3db3316,0:0:2,1:0:0,0:0:1,1:0:0,1:0:2,1:0:2,2,1,False,True,001,100
7da32fb552a10e5308a6,2:1:0,2:1:2,2:1:0,2:1:2,4:2:2,2:1:1,3,5,False,True,110,111
7df1cd52ad5cafddba18,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
7e0b8b039ebbaa899168,1:0:0,0:1:0,1:0:0,0:1:0,1:1:0,1:1:0,1,1,False,True,100,010
7e734c3c747c029a9a0c,0:0:2,0:1:2,0:0:1,0:1:2,0:1:4,0:1:4,2,3,False,True,001,011
7ec9ba655ef742a7a096,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
7effbb8aa4dad1f64698,0:1:0,0:0:2,0:1:0,0:0:1,0:1:2,0:1:2,1,2,False,True,010,001
7f0861f77b8d1673c453,0:2:1,1:2:1,0:2:1,1:2:1,1:4:2,1:4:2,3,4,False,True,011,111
7f1495490bb31f36dc41,0:0:1,0:1:1,0:0:1,0:1:1,0:1:2,0:1:2,1,2,False,True,001,011
7f3e283cceabd9ca94b8,0:1:0,1:0:1,0:1:0,1:0:1,1:1:1,1:1:1,1,2,False,True,010,101
7f6d8605b0019e31e9ca,1:1:0,0:1:1,1:1:0,0:1:1,1:2:1,1:2:1,2,2,False,True,110,011
7f872ae4d49a0b4d7859,0:0:7,0:0:5,0:0:1,0:0:1,0:0:12,0:0:1,7,5,True,False,001,001
7f9da1092a816316a2ce,0:1:2,0:0:3,0:1:2,0:0:1,0:1:5,0:1:5,3,3,False,True,011,001
7fdc147eca672a7aec4a,1:0:0,0:2:0,1:0:0,0:1:0,1:2:0,1:2:0,1,2,False,True,100,010
802e76793a3959e0c4ec,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
805b02ead5275392b90a,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
80b9af55012d76f92490,0:0:2,0:3:0,0:0:1,0:1:0,0:3:2,0:3:2,2,3,False,True,001,010
80c96e751ab63b8614e9,0:1:5,0:0:2,0:1:5,0:0:1,0:1:7,0:1:7,6,2,False,True,011,001
80cb42ebe514ed9f52bc,0:0:1,0:1:1,0:0:1,0:1:1,0:1:2,0:1:2,1,2,False,True,001,011
8110ae34d2b0d411b0ee,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
815a1813e59c71042af0,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
8161b034ee604b2bbd21,0:0:4,0:0:3,0:0:1,0:0:1,0:0:7,0:0:1,4,3,True,False,001,001
817b59f527550632a584,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
8180b8da6f31d24ffef8,0:0:1,0:5:1,0:0:1,0:5:1,0:5:2,0:5:2,1,6,False,True,001,011
819d853c7826d53aa1fe,5:2:0,1:2:0,5:2:0,1:2:0,6:4:0,3:2:0,7,3,False,True,110,110
81ba48156dd8a592a901,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
82009776a7950b57066e,0:1:1,0:2:0,0:1:1,0:1:0,0:3:1,0:3:1,2,2,False,True,011,010
822f958e4daf6aec542c,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
825748c8c481cfae7fb4,0:1:2,0:1:2,0:1:2,0:1:2,0:2:4,0:1:2,3,3,True,False,011,011
827f6a7986d0cc65ff8b,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
82927d843d56a8fc3372,0:1:0,0:1:1,0:1:0,0:1:1,0:2:1,0:2:1,1,2,False,True,010,011
82d6113457bb5fb66429,0:0:3,0:0:3,0:0:1,0:0:1,0:0:6,0:0:1,3,3,True,False,001,001
832a0e4a839ef1bda8f5,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
8338e79ae8d2bbfc9bb4,0:1:1,0:1:1,0:1:1,0:1:1,0:2:2,0:1:1,2,2,True,False,011,011
833d8dac3d9a4c419273,0:3:6,0:0:10,0:1:2,0:0:1,0:3:16,0:3:16,9,10,False,True,011,001
8341db86b01b28f9acc7,0:4:0,0:7:0,0:1:0,0:1:0,0:11:0,0:1:0,4,7,True,False,010,010
83686c739d961f6bcb13,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
83b97c9cdfdc73d7e6eb,1:0:2,0:0:1,1:0:2,0:0:1,1:0:3,1:0:3,3,1,False,True,101,001
83fb5f3d897ed2004331,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
840b583160560a46cf36,1:3:0,0:3:0,1:3:0,0:1:0,1:6:0,1:6:0,4,3,False,True,110,010
84173e30683141f3b156,0:0:2,1:1:5,0:0:1,1:1:5,1:1:7,1:1:7,2,7,False,True,001,111
841e20e69c1649255762,0:3:0,1:1:1,0:1:0,1:1:1,1:4:1,1:4:1,3,3,False,True,010,111
842fb2531f42cc8f7995,1:0:7,0:2:4,1:0:7,0:1:2,1:2:11,1:2:11,8,6,False,True,101,011
84382cd8f701299bd041,0:1:1,0:0:1,0:1:1,0:0:1,0:1:2,0:1:2,2,1,False,True,011,001
849d18c77988f97dd85c,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
84a84837f9de46a2a129,3:13:0,2:13:2,3:13:0,2:13:2,5:26:2,5:26:2,16,17,False,True,110,111
84e4abd874114276eab6,0:0:1,0:1:2,0:0:1,0:1:2,0:1:3,0:1:3,1,3,False,True,001,011
8507636b64aa27d8f917,1:1:11,3:0:5,1:1:11,3:0:5,4:1:16,4:1:16,13,8,False,True,111,101
85524230fcc279eae1eb,0:0:1,1:0:0,0:0:1,1:0:0,1:0:1,1:0:1,1,1,False,True,001,100
85aae72b1654b5892e3e,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
85f486733aca74b79f0c,4:10:0,5:13:0,2:5:0,5:13:0,9:23:0,9:23:0,14,18,False,True,110,110
86174a0bdd8660124a02,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
862aa8d0d0c8c0b54743,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
864e1b666bdbe96d32a4,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
868944be7ca65eddb716,1:3:0,3:5:0,1:3:0,3:5:0,4:8:0,1:2:0,4,8,False,True,110,110
86958277db21507cb225,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
86cf93eb555b07e319e3,0:0:3,0:0:1,0:0:1,0:0:1,0:0:4,0:0:1,3,1,True,False,001,001
86f30ff1f3e29f55e4f1,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
87906daa3e5221a30d20,0:2:0,0:8:0,0:1:0,0:1:0,0:10:0,0:1:0,2,8,True,False,010,010
88122a96d988aa3dd7fc,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8854ffdafc15362149d7,0:1:5,0:0:2,0:1:5,0:0:1,0:1:7,0:1:7,6,2,False,True,011,001
886e8622f4957533b5bb,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
88b55a395f4e301d9482,0:0:4,0:0:3,0:0:1,0:0:1,0:0:7,0:0:1,4,3,True,False,001,001
88bd220415ec006f7da5,0:0:2,0:0:3,0:0:1,0:0:1,0:0:5,0:0:1,2,3,True,False,001,001
88f8eb63dc5fef2723b3,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
89005538d6dc094eee6c,0:1:1,0:0:1,0:1:1,0:0:1,0:1:2,0:1:2,2,1,False,True,011,001
8934cb708e36e23390e7,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
89b6b26d9cce6419f341,0:1:0,0:0:1,0:1:0,0:0:1,0:1:1,0:1:1,1,1,False,True,010,001
89ba0a90c49e15e7d79b,5:27:0,8:30:0,5:27:0,4:15:0,13:57:0,13:57:0,32,38,False,True,110,110
8a0e52b5b038533fa179,1:3:13,0:3:7,1:3:13,0:3:7,1:6:20,1:6:20,17,10,False,True,111,011
8a1534353eef16d89a7f,8:2:0,14:6:0,4:1:0,7:3:0,22:8:0,11:4:0,10,20,False,True,110,110
8a2a14966eb792521526,1:0:1,0:0:2,1:0:1,0:0:1,1:0:3,1:0:3,2,2,False,True,101,001
8a31a57ab1d4509fa3eb,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
8a31baa45a572332332d,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8a3209a0476b75491bb5,0:0:4,0:0:6,0:0:1,0:0:1,0:0:10,0:0:1,4,6,True,False,001,001
8a3a4570ff31748c1d60,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
8a41ca125fba5a26e67f,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8ace91b9c839df11e3db,0:1:1,0:2:0,0:1:1,0:1:0,0:3:1,0:3:1,2,2,False,True,011,010
8af496dd2e00c89980d3,0:0:1,0:1:3,0:0:1,0:1:3,0:1:4,0:1:4,1,4,False,True,001,011
8b096dcdc98c4dcee1d1,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
8b09839b5b4872b1cdc6,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
8b10b8b41b0a9d7c45a8,0:0:2,1:0:1,0:0:1,1:0:1,1:0:3,1:0:3,2,2,False,True,001,101
8b21deaa7b61986367cd,2:1:0,4:1:0,2:1:0,4:1:0,6:2:0,3:1:0,3,5,False,True,110,110
8b426dd809595cf488e2,0:1:5,0:0:1,0:1:5,0:0:1,0:1:6,0:1:6,6,1,False,True,011,001
8b6b3f2a60f906ba0dc3,0:0:2,0:0:2,0:0:1,0:0:1,0:0:4,0:0:1,2,2,True,False,001,001
8bd49149edb363b64602,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
8bdbd0c82dffdf1b15e9,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8c01818b45f0bcac97dc,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
8c0a92e9c503aabeee55,0:2:0,0:3:0,0:1:0,0:1:0,0:5:0,0:1:0,2,3,True,False,010,010
8c13c592a82f9e417aa4,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8c2cab3cc6fcd6f7e351,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
8c5b70a4a7aa49e2cc3b,0:0:1,0:1:1,0:0:1,0:1:1,0:1:2,0:1:2,1,2,False,True,001,011
8c5fccb3497255ed9f70,0:0:3,1:0:3,0:0:1,1:0:3,1:0:6,1:0:6,3,4,False,True,001,101
8c94f1449d8c3224e8b7,0:6:0,0:3:0,0:1:0,0:1:0,0:9:0,0:1:0,6,3,True,False,010,010
8c976f595adbbb97ca06,1:0:0,0:0:1,1:0:0,0:0:1,1:0:1,1:0:1,1,1,False,True,100,001
8d1c80743bc3ff3b46c9,0:1:0,0:2:1,0:1:0,0:2:1,0:3:1,0:3:1,1,3,False,True,010,011
8d26b31b481472f9b10d,0:1:1,0:1:1,0:1:1,0:1:1,0:2:2,0:1:1,2,2,True,False,011,011
8d2d3a3e08bbd8c543cc,0:0:4,0:0:5,0:0:1,0:0:1,0:0:9,0:0:1,4,5,True,False,001,001
8d726a1d08f829566c0e,0:2:2,0:0:1,0:1:1,0:0:1,0:2:3,0:2:3,4,1,False,True,011,001
8d7d4ea85042f6e2d746,1:3:0,0:4:0,1:3:0,0:1:0,1:7:0,1:7:0,4,4,False,True,110,010
8d8dfe379d3a02f27505,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8d9c4086c7ac14040fbf,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8dea3a6f94d6f4afe97e,1:2:1,2:1:1,1:2:1,2:1:1,3:3:2,3:3:2,4,4,False,True,111,111
8deb712dc2747746b19b,0:0:4,0:2:5,0:0:1,0:2:5,0:2:9,0:2:9,4,7,False,True,001,011
8e594e308dc601da22f8,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
8eaaaf383a26b2bf285c,0:0:2,1:0:0,0:0:1,1:0:0,1:0:2,1:0:2,2,1,False,True,001,100
8f049d9fb82ad26178b7,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8f197cec1a4e5d3568bd,0:0:2,0:0:2,0:0:1,0:0:1,0:0:4,0:0:1,2,2,True,False,001,001
8f4439bdef840648a4b3,0:0:3,0:0:4,0:0:1,0:0:1,0:0:7,0:0:1,3,4,True,False,001,001
8f4e8c93449a529d6514,1:1:0,1:0:0,1:1:0,1:0:0,2:1:0,2:1:0,2,1,False,True,110,100
8f62ed91282858df3e5f,0:0:4,0:0:6,0:0:1,0:0:1,0:0:10,0:0:1,4,6,True,False,001,001
8f69b84aae7c791fa158,1:2:19,0:0:24,1:2:19,0:0:1,1:2:43,1:2:43,22,24,False,True,111,001
8f7ca9211775667c423e,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
8f95c9f923cc0522a92f,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
8fc5f02f53d2d729ef78,2:2:0,1:8:0,1:1:0,1:8:0,3:10:0,3:10:0,4,9,False,True,110,110
8fca0366801b7eb5fb95,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
8fdd0fdafaf62c35f155,0:1:0,0:2:0,0:1:0,0:1:0,0:3:0,0:1:0,1,2,True,False,010,010
8ff4b8d3962f4a620326,0:2:0,0:3:1,0:1:0,0:3:1,0:5:1,0:5:1,2,4,False,True,010,011
900a6a48936d12931d8f,1:3:0,3:0:0,1:3:0,1:0:0,4:3:0,4:3:0,4,3,False,True,110,100
900cd8dca8248026be2d,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
902569b9ea82837b1fbc,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
9034dcbcf6871817a2cf,0:1:0,0:2:0,0:1:0,0:1:0,0:3:0,0:1:0,1,2,True,False,010,010
9055a553b0988725df37,0:0:2,0:0:3,0:0:1,0:0:1,0:0:5,0:0:1,2,3,True,False,001,001
905a00b42a02e8f83d65,0:0:8,0:0:1,0:0:1,0:0:1,0:0:9,0:0:1,8,1,True,False,001,001
907f127ab4531ac7bc0b,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
9086e46da9415bc37c9d,0:1:1,0:0:5,0:1:1,0:0:1,0:1:6,0:1:6,2,5,False,True,011,001
90de377295214dd503ac,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
90e9a8e2e39dd4603ea8,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
914f95d5c1d22a29d7a9,1:0:0,1:0:0,1:0:0,1:0:0,2:0:0,1:0:0,1,1,True,False,100,100
91a325b4510c128b1d7a,0:1:1,0:1:1,0:1:1,0:1:1,0:2:2,0:1:1,2,2,True,False,011,011
9230b542ef726acdbd5f,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
9273b2938bf1fec8ddc8,1:2:2,0:2:1,1:2:2,0:2:1,1:4:3,1:4:3,5,3,False,True,111,011
927ee40db174e1bbf34b,0:1:0,0:2:0,0:1:0,0:1:0,0:3:0,0:1:0,1,2,True,False,010,010
9372436a8530ec5bed78,1:0:0,0:0:3,1:0:0,0:0:1,1:0:3,1:0:3,1,3,False,True,100,001
938054b3d3061ee8d6c6,1:0:0,1:0:0,1:0:0,1:0:0,2:0:0,1:0:0,1,1,True,False,100,100
9385482f7746165b319c,0:2:0,0:2:2,0:1:0,0:1:1,0:4:2,0:2:1,2,4,False,True,010,011
938b8487f00dcd3cb09a,0:0:3,0:0:1,0:0:1,0:0:1,0:0:4,0:0:1,3,1,True,False,001,001
93c191ff94febbbe4e52,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
93f5f5546ce5c430c565,0:3:0,1:0:0,0:1:0,1:0:0,1:3:0,1:3:0,3,1,False,True,010,100
94465da33dfaa3ac6c24,0:5:0,0:2:0,0:1:0,0:1:0,0:7:0,0:1:0,5,2,True,False,010,010
948557362305d0e5797c,0:0:5,0:0:2,0:0:1,0:0:1,0:0:7,0:0:1,5,2,True,False,001,001
949d1baec729fb13214e,0:1:0,0:5:0,0:1:0,0:1:0,0:6:0,0:1:0,1,5,True,False,010,010
94cab7ffbdbd11cf19a8,0:5:0,3:6:0,0:1:0,1:2:0,3:11:0,3:11:0,5,9,False,True,010,110
95019855d8c338004a86,0:0:2,0:0:3,0:0:1,0:0:1,0:0:5,0:0:1,2,3,True,False,001,001
9521e5bbc5b85ec6c12b,0:4:0,0:4:0,0:1:0,0:1:0,0:8:0,0:1:0,4,4,True,False,010,010
9537d7fde96f59f0ea94,0:0:4,0:0:3,0:0:1,0:0:1,0:0:7,0:0:1,4,3,True,False,001,001
953a4c439dc57e4a99ba,0:0:3,0:0:1,0:0:1,0:0:1,0:0:4,0:0:1,3,1,True,False,001,001
956d4959ab74a3b180a6,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
9571bb522746f236d4dc,0:0:2,0:0:3,0:0:1,0:0:1,0:0:5,0:0:1,2,3,True,False,001,001
957771e96900faa76ed6,0:0:3,1:0:0,0:0:1,1:0:0,1:0:3,1:0:3,3,1,False,True,001,100
95b7a0c0324d2d870433,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
95df6f9b16ae17984628,0:0:6,1:1:8,0:0:1,1:1:8,1:1:14,1:1:14,6,10,False,True,001,111
961af6853e96f7bf063e,0:2:0,0:0:1,0:1:0,0:0:1,0:2:1,0:2:1,2,1,False,True,010,001
96b0c0a2ea57238b20d6,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
96e4138d07d63b166980,0:0:5,0:0:3,0:0:1,0:0:1,0:0:8,0:0:1,5,3,True,False,001,001
96e43cc0ff0743a316d9,0:1:0,0:5:0,0:1:0,0:1:0,0:6:0,0:1:0,1,5,True,False,010,010
975ca386a03f28534f0d,0:0:12,1:0:9,0:0:1,1:0:9,1:0:21,1:0:21,12,10,False,True,001,101
975f80a047100672bfe2,0:0:2,0:1:2,0:0:1,0:1:2,0:1:4,0:1:4,2,3,False,True,001,011
978f972171caecadeb49,0:0:5,0:0:2,0:0:1,0:0:1,0:0:7,0:0:1,5,2,True,False,001,001
97a97f8d1c3bc324c832,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
98141c0e0fa8105ee2d0,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
98281278c3831d67ba09,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
9830c9b0006b681b4281,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
98695e975a5b4484ec70,0:0:2,0:5:3,0:0:1,0:5:3,0:5:5,0:1:1,2,8,False,True,001,011
986f44d80a7c915badcc,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
98761ba03e9e77ea6b7a,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
98bb2105f3e76b02884b,0:0:2,0:0:5,0:0:1,0:0:1,0:0:7,0:0:1,2,5,True,False,001,001
98f9006b75f1e4ca9e2c,0:0:3,0:1:1,0:0:1,0:1:1,0:1:4,0:1:4,3,2,False,True,001,011
9927591c55c8715360b0,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
99755e52109a964eb55d,0:0:1,0:0:5,0:0:1,0:0:1,0:0:6,0:0:1,1,5,True,False,001,001
998a40e088dcceff6439,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
99aa0431e2cd4367eb0c,0:0:1,0:1:2,0:0:1,0:1:2,0:1:3,0:1:3,1,3,False,True,001,011
99d13bb1a495fb84a602,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
99ff3f29a22d28f4379a,0:0:2,0:0:5,0:0:1,0:0:1,0:0:7,0:0:1,2,5,True,False,001,001
9a15e151b926e37b0158,0:1:0,0:1:1,0:1:0,0:1:1,0:2:1,0:2:1,1,2,False,True,010,011
9a1f02f0e695f702188c,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
9a3d16d07f5205173f36,2:3:0,1:6:0,2:3:0,1:6:0,3:9:0,1:3:0,5,7,False,True,110,110
9a3d8d13ba38167ca7c0,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
9a40b2d2401a5b3f12ad,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
9a70ed09da268b6469d2,0:1:1,0:0:1,0:1:1,0:0:1,0:1:2,0:1:2,2,1,False,True,011,001
9a73931a0746b7061951,0:0:5,0:0:2,0:0:1,0:0:1,0:0:7,0:0:1,5,2,True,False,001,001
9a7eb0507c19367ac0fc,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
9a9c42e21a4301b03753,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
9acc814bdbb6c7153060,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
9af9c1f2b241b3647eb2,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
9b6e93fb1992ba193b3c,2:11:0,1:12:0,2:11:0,1:12:0,3:23:0,3:23:0,13,13,False,True,110,110
9b739a4d1225c2423f7e,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
9b9750fe6f1667ad7f22,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
9baa1feeeb5fb9972d04,0:0:3,0:1:2,0:0:1,0:1:2,0:1:5,0:1:5,3,3,False,True,001,011
9bc20ebee323efca7238,0:1:1,0:2:1,0:1:1,0:2:1,0:3:2,0:3:2,2,3,False,True,011,011
9bd9d9a1a5c4a8f02c27,1:1:0,2:3:1,1:1:0,2:3:1,3:4:1,3:4:1,2,6,False,True,110,111
9c6d8406ad5769e14e29,0:0:2,0:0:3,0:0:1,0:0:1,0:0:5,0:0:1,2,3,True,False,001,001
9c85ef8f8748200d48ed,1:1:0,3:1:0,1:1:0,3:1:0,4:2:0,2:1:0,2,4,False,True,110,110
9d1162cebab48b8583f3,0:0:3,0:1:0,0:0:1,0:1:0,0:1:3,0:1:3,3,1,False,True,001,010
9d3f41c93ea0cb3e7a50,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
9d5f5362145dc5b4e403,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
9d6b8dc5c03a9b315fb8,0:0:35,0:0:17,0:0:1,0:0:1,0:0:52,0:0:1,35,17,True,False,001,001
9d8265213db1a7c1c6a1,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
