lineage_id,replicate1_counts,replicate2_counts,replicate1_fate,replicate2_fate,pooled_counts,pooled_fate,replicate1_total,replicate2_total,concordant,discordant,replicate1_support,replicate2_support
54ad6fabd57db2563c34,0:1:0,0:2:0,0:1:0,0:1:0,0:3:0,0:1:0,1,2,True,False,010,010
54ae0bb9bbd7b766e02d,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
54b37941df1a0833f25f,0:0:1,0:3:5,0:0:1,0:3:5,0:3:6,0:1:2,1,8,False,True,001,011
54cdda80ab89f00d8e62,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
5539327f684dd9fd590a,0:2:0,1:1:0,0:1:0,1:1:0,1:3:0,1:3:0,2,2,False,True,010,110
55520cf087a1d2070a80,0:0:6,0:0:4,0:0:1,0:0:1,0:0:10,0:0:1,6,4,True,False,001,001
5564ae4d5785b02a57ce,0:1:5,1:1:2,0:1:5,1:1:2,1:2:7,1:2:7,6,4,False,True,011,111
557d414204e8f9fc87fe,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
55b7026ed55f7419d847,1:0:0,0:0:1,1:0:0,0:0:1,1:0:1,1:0:1,1,1,False,True,100,001
55f3b6e0b1e9df364395,0:0:1,1:0:1,0:0:1,1:0:1,1:0:2,1:0:2,1,2,False,True,001,101
5600be8301dc1c002668,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
56054af1772982948c39,0:0:1,0:0:5,0:0:1,0:0:1,0:0:6,0:0:1,1,5,True,False,001,001
5631cb502e79d5263227,0:1:6,0:0:5,0:1:6,0:0:1,0:1:11,0:1:11,7,5,False,True,011,001
5640baff54be49381be8,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
56c053c6f6a4af81580a,0:0:1,0:0:5,0:0:1,0:0:1,0:0:6,0:0:1,1,5,True,False,001,001
571a55b43db2d56b176c,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
5753b47b257615a3cc26,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
57a7038c38929c294847,0:2:0,0:2:0,0:1:0,0:1:0,0:4:0,0:1:0,2,2,True,False,010,010
582a97bf549828bb41ab,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
58589e4a4d193087109a,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
58623be2c67235729ffa,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5885d236b2dc470ec37e,0:1:0,1:2:0,0:1:0,1:2:0,1:3:0,1:3:0,1,3,False,True,010,110
58ca514b709837ab91ce,3:6:0,1:3:0,1:2:0,1:3:0,4:9:0,4:9:0,9,4,False,True,110,110
59101810e5e367f97585,0:0:2,0:1:1,0:0:1,0:1:1,0:1:3,0:1:3,2,2,False,True,001,011
59107d0de37e509762d5,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
593209c41101f0ffd1a4,1:4:0,1:3:0,1:4:0,1:3:0,2:7:0,2:7:0,5,4,False,True,110,110
59609ee8a1d170cb7dc6,0:0:1,1:0:0,0:0:1,1:0:0,1:0:1,1:0:1,1,1,False,True,001,100
5971ddbe4711e81f001c,0:0:2,0:1:1,0:0:1,0:1:1,0:1:3,0:1:3,2,2,False,True,001,011
5986598c56e9ad22c920,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
59b1494917537deebd11,0:2:0,0:1:0,0:1:0,0:1:0,0:3:0,0:1:0,2,1,True,False,010,010
59f3a3dd20f30408afc3,0:1:0,0:0:1,0:1:0,0:0:1,0:1:1,0:1:1,1,1,False,True,010,001
5a2a157feb14a65a7461,0:0:2,1:0:0,0:0:1,1:0:0,1:0:2,1:0:2,2,1,False,True,001,100
5a6574706a534db94c83,0:0:1,1:0:0,0:0:1,1:0:0,1:0:1,1:0:1,1,1,False,True,001,100
5af6fdfb570d71eea1a8,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
5afbecd565784d27ad49,0:0:5,0:0:1,0:0:1,0:0:1,0:0:6,0:0:1,5,1,True,False,001,001
5b1b15daf1b72f902dfb,0:4:0,2:3:1,0:1:0,2:3:1,2:7:1,2:7:1,4,6,False,True,010,111
5b221db29bd0ea94e9a5,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5b456101cc2a0324f649,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5b9178846341701a359f,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
5c1128a33e8215911db0,0:0:2,0:0:2,0:0:1,0:0:1,0:0:4,0:0:1,2,2,True,False,001,001
5c4719faf34043717d23,0:1:0,1:0:0,0:1:0,1:0:0,1:1:0,1:1:0,1,1,False,True,010,100
5c48872f57f2bc29a0af,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5c73b4b12b131b705d32,0:14:4,1:11:4,0:7:2,1:11:4,1:25:8,1:25:8,18,16,False,True,011,111
5c8c30826995e82dc779,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5ccdb4c8ffdb04ca1819,0:0:2,0:0:4,0:0:1,0:0:1,0:0:6,0:0:1,2,4,True,False,001,001
5d0e8c9f1126e5328bed,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5d2d885e46718abe5c3b,0:0:3,0:0:4,0:0:1,0:0:1,0:0:7,0:0:1,3,4,True,False,001,001
5d3ebc57de2bb8f00425,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
5d404671eed20c0ba730,0:1:19,0:1:20,0:1:19,0:1:20,0:2:39,0:2:39,20,21,False,True,011,011
5d6af9b45966a7a89504,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
5d6cb3e4e4346d85cc17,0:4:2,1:5:0,0:2:1,1:5:0,1:9:2,1:9:2,6,6,False,True,011,110
5daa08ba11f20d802fd9,0:3:0,0:1:0,0:1:0,0:1:0,0:4:0,0:1:0,3,1,True,False,010,010
5dd50123bd5b15ae4b3d,2:5:0,2:5:0,2:5:0,2:5:0,4:10:0,2:5:0,7,7,True,False,110,110
5e0cc6635c9414562e75,1:0:1,0:1:0,1:0:1,0:1:0,1:1:1,1:1:1,2,1,False,True,101,010
5e3a54022a40cdf59066,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5e453c87569532d6020c,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5e6ea6d609cc6d73edee,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
5ea5070a3a49c989c799,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5eab2da3f7420da98f1d,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5efb48101731473c0dca,0:1:0,0:0:1,0:1:0,0:0:1,0:1:1,0:1:1,1,1,False,True,010,001
5f7b869d7d5d4fff9d0f,0:0:1,0:0:3,0:0:1,0:0:1,0:0:4,0:0:1,1,3,True,False,001,001
5f95aa16618d3c2a4134,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
5fafa2171ec375e7abd5,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
5fb5644f783915e0cbad,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
6008ff9465b651836f87,2:3:3,0:5:1,2:3:3,0:5:1,2:8:4,1:4:2,8,6,False,True,111,011
605b84f669f2402dda0c,0:1:0,1:0:0,0:1:0,1:0:0,1:1:0,1:1:0,1,1,False,True,010,100
60723efce5481b7e29b6,0:0:5,0:0:2,0:0:1,0:0:1,0:0:7,0:0:1,5,2,True,False,001,001
6105a61785000e8d24cf,1:0:0,0:1:0,1:0:0,0:1:0,1:1:0,1:1:0,1,1,False,True,100,010
6147c558a0e8494babd3,1:4:2,0:0:3,1:4:2,0:0:1,1:4:5,1:4:5,7,3,False,True,111,001
6164366f811f909f707a,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
61aed9245f725fa23eb8,0:0:1,0:0:3,0:0:1,0:0:1,0:0:4,0:0:1,1,3,True,False,001,001
61cbcfba0286e0bf3a8b,0:1:25,0:1:23,0:1:25,0:1:23,0:2:48,0:1:24,26,24,False,True,011,011
621d93d67f2b600550a8,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
626b6164e5135a448b75,0:3:0,0:2:0,0:1:0,0:1:0,0:5:0,0:1:0,3,2,True,False,010,010
626e983b6d9ef5953a1b,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
628394b03147afdcd057,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
628f79b756c569396c85,3:9:0,8:8:0,1:3:0,1:1:0,11:17:0,11:17:0,12,16,False,True,110,110
6295e10d8babe0993fdc,0:0:5,0:0:3,0:0:1,0:0:1,0:0:8,0:0:1,5,3,True,False,001,001
63754ee552351fea7c9a,0:1:0,0:0:1,0:1:0,0:0:1,0:1:1,0:1:1,1,1,False,True,010,001
637be27e04686f0b38ae,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
639f3aefdac0bf32d310,0:6:0,0:6:0,0:1:0,0:1:0,0:12:0,0:1:0,6,6,True,False,010,010
63d78fd9db1a93ce8678,0:1:4,0:0:4,0:1:4,0:0:1,0:1:8,0:1:8,5,4,False,True,011,001
6402620ee6723af19c8a,1:0:2,0:0:2,1:0:2,0:0:1,1:0:4,1:0:4,3,2,False,True,101,001
642ba4d235ea56d878a8,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
645c7f9bad77e2299661,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
645ec4ba34c26c55c36b,0:0:7,0:0:4,0:0:1,0:0:1,0:0:11,0:0:1,7,4,True,False,001,001
647c9ac171da99fab623,0:1:1,1:1:3,0:1:1,1:1:3,1:2:4,1:2:4,2,5,False,True,011,111
64bba5b6bf7c8ad1c06b,0:1:0,0:0:1,0:1:0,0:0:1,0:1:1,0:1:1,1,1,False,True,010,001
64dcfea0d4d40934cf6a,0:1:0,1:2:0,0:1:0,1:2:0,1:3:0,1:3:0,1,3,False,True,010,110
64f8dcb652d7859a6029,0:0:3,0:2:3,0:0:1,0:2:3,0:2:6,0:1:3,3,5,False,True,001,011
65167218887d1f37ae0d,1:0:0,1:0:0,1:0:0,1:0:0,2:0:0,1:0:0,1,1,True,False,100,100
655db5280aac9d15b509,1:12:1,3:8:0,1:12:1,3:8:0,4:20:1,4:20:1,14,11,False,True,111,110
659e2ce83b2800312061,0:1:1,1:0:0,0:1:1,1:0:0,1:1:1,1:1:1,2,1,False,True,011,100
65fa325c0498501bc6e5,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
662ee6ee29c5a822e36e,0:0:2,0:0:3,0:0:1,0:0:1,0:0:5,0:0:1,2,3,True,False,001,001
662fb1c914811d65072c,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6656d5a15eb5a3a30c77,4:4:0,5:3:0,1:1:0,5:3:0,9:7:0,9:7:0,8,8,False,True,110,110
665b114e716cad9f69aa,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
66e029be2f85fdd64786,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
66f24b1ca14da80d7659,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
66f434dd5d2515db6fba,0:34:0,2:42:2,0:1:0,1:21:1,2:76:2,1:38:1,34,46,False,True,010,111
671313935723c5edeeca,0:0:2,0:0:2,0:0:1,0:0:1,0:0:4,0:0:1,2,2,True,False,001,001
67546c374f3e0806b4fd,1:1:0,0:1:0,1:1:0,0:1:0,1:2:0,1:2:0,2,1,False,True,110,010
67656f46ed985db8b818,0:0:2,0:0:2,0:0:1,0:0:1,0:0:4,0:0:1,2,2,True,False,001,001
677a6c9f48942f0d6ec3,0:0:2,1:1:1,0:0:1,1:1:1,1:1:3,1:1:3,2,3,False,True,001,111
67a81b54e98074c77d67,0:3:1,1:3:0,0:3:1,1:3:0,1:6:1,1:6:1,4,4,False,True,011,110
67b71c6b8e7da3ca7f6a,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
67b890f3bf2b23e255ac,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
67bb5fa74ceb897fe7b6,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
67de35c80f445307aef8,0:0:4,0:0:2,0:0:1,0:0:1,0:0:6,0:0:1,4,2,True,False,001,001
682ad464e5182ee27dfe,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
6871dade160c8b1700d2,1:3:0,1:4:0,1:3:0,1:4:0,2:7:0,2:7:0,4,5,False,True,110,110
68f049b3a5191a553adc,0:2:5,0:4:2,0:2:5,0:2:1,0:6:7,0:6:7,7,6,False,True,011,011
690416194bea05fcbad8,0:0:1,0:2:0,0:0:1,0:1:0,0:2:1,0:2:1,1,2,False,True,001,010
69380dd0c272b534a28f,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
695bb55583a747b3ca64,0:0:3,1:0:1,0:0:1,1:0:1,1:0:4,1:0:4,3,2,False,True,001,101
696637b85030a28f8ec0,3:2:0,3:4:0,3:2:0,3:4:0,6:6:0,1:1:0,5,7,False,True,110,110
69697afdbd1b8fbbfb5d,0:0:1,0:0:4,0:0:1,0:0:1,0:0:5,0:0:1,1,4,True,False,001,001
69fa5b916475f709f6cf,0:0:2,0:0:3,0:0:1,0:0:1,0:0:5,0:0:1,2,3,True,False,001,001
6a22f3066abbde202007,0:1:1,0:3:0,0:1:1,0:1:0,0:4:1,0:4:1,2,3,False,True,011,010
6a475c29f7fd73c7fed7,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6a6ef019a225cf25903b,0:0:4,1:1:1,0:0:1,1:1:1,1:1:5,1:1:5,4,3,False,True,001,111
6a74c8718181a3c5a769,0:0:2,0:0:7,0:0:1,0:0:1,0:0:9,0:0:1,2,7,True,False,001,001
6a7d80bd0d1ba38893ad,4:0:0,2:0:0,1:0:0,1:0:0,6:0:0,1:0:0,4,2,True,False,100,100
6b080b1101d7118a2368,0:4:0,0:3:0,0:1:0,0:1:0,0:7:0,0:1:0,4,3,True,False,010,010
6b24307f4f0f0a96fd54,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6b2c696453ab4fad5fda,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
6b2cbdab7ad5636e49c2,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6b768b0a40f1c3bcff79,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
6bc44ef96ee44f3106e7,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6bf18f99f61b8588fd5f,0:0:1,1:1:1,0:0:1,1:1:1,1:1:2,1:1:2,1,3,False,True,001,111
6c6c14558ee40969c21d,0:0:3,0:0:3,0:0:1,0:0:1,0:0:6,0:0:1,3,3,True,False,001,001
6c6c1769ad5e7ad29859,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6c6fa419dab1994a1f86,0:1:3,0:0:6,0:1:3,0:0:1,0:1:9,0:1:9,4,6,False,True,011,001
6c6fb1d6b4f6b09952f5,0:1:1,2:1:0,0:1:1,2:1:0,2:2:1,2:2:1,2,3,False,True,011,110
6c7dbdf2b367ae806df6,0:0:3,0:1:1,0:0:1,0:1:1,0:1:4,0:1:4,3,2,False,True,001,011
6c804b521d945b1d1f99,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
6cc2c612892f2352c4a2,0:0:4,0:1:1,0:0:1,0:1:1,0:1:5,0:1:5,4,2,False,True,001,011
6cd2190cf2eae825a045,0:1:0,1:1:0,0:1:0,1:1:0,1:2:0,1:2:0,1,2,False,True,010,110
6ce4afc02b7a149c3eb9,1:0:9,0:1:5,1:0:9,0:1:5,1:1:14,1:1:14,10,6,False,True,101,011
6cfaa56470899b2ea3da,0:0:2,0:1:1,0:0:1,0:1:1,0:1:3,0:1:3,2,2,False,True,001,011
6cfe964d7d073ed755fd,4:0:1,5:0:4,4:0:1,5:0:4,9:0:5,9:0:5,5,9,False,True,101,101
6d3247db1682390d6006,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6d40f062fc36441fe244,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
6d94b519ba010756c40b,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6d9b5f43fe978bc4cc73,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6d9c1091b8d1c27205ce,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6decc2052fcba1bb2d8c,0:1:1,0:0:2,0:1:1,0:0:1,0:1:3,0:1:3,2,2,False,True,011,001
6dfa8f69a6a09c93b786,0:0:1,0:1:6,0:0:1,0:1:6,0:1:7,0:1:7,1,7,False,True,001,011
6e40ac671361b6af3332,3:2:0,4:4:0,3:2:0,1:1:0,7:6:0,7:6:0,5,8,False,True,110,110
6e58f7c0a966bb9f152b,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6eac88884735c9cfcdb2,0:0:2,0:0:6,0:0:1,0:0:1,0:0:8,0:0:1,2,6,True,False,001,001
6eca2fc8d0f231448583,0:1:4,0:0:3,0:1:4,0:0:1,0:1:7,0:1:7,5,3,False,True,011,001
6ed648b0fb3b3d1826c2,0:0:2,0:1:0,0:0:1,0:1:0,0:1:2,0:1:2,2,1,False,True,001,010
6ee838d9cb6fe9eba97f,0:0:5,0:4:0,0:0:1,0:1:0,0:4:5,0:4:5,5,4,False,True,001,010
6f102bad427593465c27,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
6f15b1b62e0f1105521f,0:2:0,2:3:2,0:1:0,2:3:2,2:5:2,2:5:2,2,7,False,True,010,111
6f484ec713d6b9214a7c,1:0:2,0:0:2,1:0:2,0:0:1,1:0:4,1:0:4,3,2,False,True,101,001
6f9dbebe79a883059287,18:2:0,29:13:0,9:1:0,29:13:0,47:15:0,47:15:0,20,42,False,True,110,110
6fb60ba85411107c7dea,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
6fc17ca74e5591c3a640,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
6fd6ee37958a3aede50d,1:1:0,3:1:0,1:1:0,3:1:0,4:2:0,2:1:0,2,4,False,True,110,110
7000b3f43e2171311b29,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
700b78f264803b3889fe,0:0:1,1:0:1,0:0:1,1:0:1,1:0:2,1:0:2,1,2,False,True,001,101
704c425c6de82aababce,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
7053eba481c2dc2067ad,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
71113f6ad4ecdbdbd62e,0:3:0,2:3:0,0:1:0,2:3:0,2:6:0,1:3:0,3,5,False,True,010,110
71208743fa430c704ca0,0:0:7,1:1:0,0:0:1,1:1:0,1:1:7,1:1:7,7,2,False,True,001,110
71279acad7cbeaa76353,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
7159dadad79a46844203,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
716a672d9d0e6d06e7c7,0:0:3,0:0:1,0:0:1,0:0:1,0:0:4,0:0:1,3,1,True,False,001,001
717bb0c00eae0ebb2c3c,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
718bdfbf932d0643735b,0:0:3,0:0:3,0:0:1,0:0:1,0:0:6,0:0:1,3,3,True,False,001,001
71e43bf13efe7b78177d,0:0:2,1:4:3,0:0:1,1:4:3,1:4:5,1:4:5,2,8,False,True,001,111
71f1d3def008732f8099,0:6:0,0:7:1,0:1:0,0:7:1,0:13:1,0:13:1,6,8,False,True,010,011
71f95431dc624b243457,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
72aed093fbb9f89c2db7,0:0:3,0:0:3,0:0:1,0:0:1,0:0:6,0:0:1,3,3,True,False,001,001
72c2ce5410022ee3288c,0:3:0,1:1:0,0:1:0,1:1:0,1:4:0,1:4:0,3,2,False,True,010,110
734ffeb7e7e7a60fb2ea,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
7372e1ae94e08154a319,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
739a7f65683de5ed8514,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
739f6fc8d1acb5d36cb6,12:10:10,16:10:20,6:5:5,8:5:10,28:20:30,14:10:15,32,46,False,True,111,111
73bd461e71f38412a4da,0:1:0,0:3:0,0:1:0,0:1:0,0:4:0,0:1:0,1,3,True,False,010,010
73c0bfb14b9eb113e6bb,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
73d8af8c1ff426d9cf71,1:0:0,0:1:0,1:0:0,0:1:0,1:1:0,1:1:0,1,1,False,True,100,010
73e434e7438fd5f2d496,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
73e4e914786dc65bc93e,0:0:2,0:0:2,0:0:1,0:0:1,0:0:4,0:0:1,2,2,True,False,001,001
73e810dbc4e86d7b57be,0:0:1,0:1:1,0:0:1,0:1:1,0:1:2,0:1:2,1,2,False,True,001,011
73e89e603d7b05f594e1,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
742cc69d62ffbb0af70f,0:3:1,1:3:0,0:3:1,1:3:0,1:6:1,1:6:1,4,4,False,True,011,110
7437268f29852dd96b91,0:0:2,0:0:4,0:0:1,0:0:1,0:0:6,0:0:1,2,4,True,False,001,001
746c42f38dbb16820758,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
74c8cc72ee6c622068b1,0:0:2,0:1:2,0:0:1,0:1:2,0:1:4,0:1:4,2,3,False,True,001,011
74eee899c45762a89d70,0:0:3,0:0:1,0:0:1,0:0:1,0:0:4,0:0:1,3,1,True,False,001,001
751d452dc3fbb9cdb8b4,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
752091587d63f570aa5c,0:0:1,0:1:0,0:0:1,0:1:0,0:1:1,0:1:1,1,1,False,True,001,010
753d4030ffbeb98bad72,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
7542544b024a63df7d21,0:0:6,0:1:10,0:0:1,0:1:10,0:1:16,0:1:16,6,11,False,True,001,011
754c883f52ec68caa28b,0:2:0,2:3:0,0:1:0,2:3:0,2:5:0,2:5:0,2,5,False,True,010,110
754f00328cf2b7359c82,0:0:3,0:0:2,0:0:1,0:0:1,0:0:5,0:0:1,3,2,True,False,001,001
755f4ace405529848766,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
75f5592354ce359fe3ee,0:1:0,0:0:1,0:1:0,0:0:1,0:1:1,0:1:1,1,1,False,True,010,001
766d399d2474a0213106,0:0:1,0:0:2,0:0:1,0:0:1,0:0:3,0:0:1,1,2,True,False,001,001
768a713bd8b0d344234a,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
7697369346c638111f3b,0:1:0,0:2:0,0:1:0,0:1:0,0:3:0,0:1:0,1,2,True,False,010,010
76cd0ae2120de145081a,0:1:1,0:0:1,0:1:1,0:0:1,0:1:2,0:1:2,2,1,False,True,011,001
771a1fcaf4f699c1398e,3:8:0,3:6:0,3:8:0,1:2:0,6:14:0,3:7:0,11,9,False,True,110,110
772bba177e73bf023519,0:6:0,0:5:1,0:1:0,0:5:1,0:11:1,0:11:1,6,6,False,True,010,011
7744732d04f0cec64e5e,0:0:3,0:0:1,0:0:1,0:0:1,0:0:4,0:0:1,3,1,True,False,001,001
77556cbb3bb3718220c0,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
77fd85c2b9f533f8dcf6,2:26:1,5:22:0,2:26:1,5:22:0,7:48:1,7:48:1,29,27,False,True,111,110
784a6674e0646b2c4382,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
786fdb330e3141371d71,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
789b3865d82f13e8e237,0:0:5,0:0:9,0:0:1,0:0:1,0:0:14,0:0:1,5,9,True,False,001,001
78e18edfd6babbbbcfd8,0:1:0,0:1:0,0:1:0,0:1:0,0:2:0,0:1:0,1,1,True,False,010,010
78e49792c3fdd268ea85,0:4:0,0:6:0,0:1:0,0:1:0,0:10:0,0:1:0,4,6,True,False,010,010
7902981077307d1a1f22,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
79054f7572d59940022a,0:1:6,1:0:4,0:1:6,1:0:4,1:1:10,1:1:10,7,5,False,True,011,101
79676bfa7efc3660c4c5,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
79720960f62c292e0bf1,0:0:2,0:0:1,0:0:1,0:0:1,0:0:3,0:0:1,2,1,True,False,001,001
79f773468221dc2d7b46,0:1:1,0:0:3,0:1:1,0:0:1,0:1:4,0:1:4,2,3,False,True,011,001
7a1faacee952ef8bdc93,0:2:0,0:1:0,0:1:0,0:1:0,0:3:0,0:1:0,2,1,True,False,010,010
7a270775907f30c8d416,0:1:0,0:3:0,0:1:0,0:1:0,0:4:0,0:1:0,1,3,True,False,010,010
7a31556aeec2e556f06a,0:0:1,0:0:1,0:0:1,0:0:1,0:0:2,0:0:1,1,1,True,False,001,001
