classResolutionArea,pairDiscriminationArea,lineagePersistenceArea,giantHalfDepth,giantQuarterDepth,iteration,criticalSupportCount
107.6263157894739,109.86209969367864,69.52193548387092,1,2,69,16
107.71052631578948,109.81709830130895,69.450322580645,1,2,70,18
107.66315789473705,109.80751879699251,68.66258064516127,1,2,71,18
107.50526315789499,109.8223336118073,69.6909677419354,1,2,72,19
107.60526315789487,109.88727373990537,69.48903225806441,1,1,73,16
107.6263157894738,109.86560846560853,69.23612903225806,1,2,74,16
107.54210526315805,109.8174881648566,69.91225806451612,1,2,75,17
107.57894736842127,109.80607073238654,69.06709677419364,1,2,76,17
107.56842105263176,109.90504037872462,69.6632258064515,1,2,77,17
107.61578947368439,109.83703703703706,69.25548387096764,1,2,78,17
107.71052631578964,109.8740183792816,69.14193548387097,1,1,79,17
107.5473684210528,109.79214703425235,68.73032258064497,1,2,80,17
107.6578947368423,109.81119465329996,69.27354838709675,1,2,81,18
107.64736842105289,109.84255082149821,68.71419354838719,1,2,82,18
107.60526315789483,109.84294068504603,69.16580645161305,1,2,83,17
107.67894736842119,109.85847953216377,69.79935483870956,1,2,84,15
107.62105263157912,109.86182121971599,69.34258064516136,1,2,85,17
107.6473684210527,109.9152325257589,70.28709677419366,1,2,86,17
107.55263157894761,109.81052631578949,69.64000000000003,1,1,87,18
107.54210526315812,109.8495126705653,69.30000000000005,1,2,88,19
107.56842105263172,109.79688109161799,69.06387096774193,1,2,89,18
107.48947368421062,109.86789195210254,69.55677419354845,1,2,90,17
107.47894736842123,109.82701197438041,69.07354838709682,1,2,91,19
107.54210526315808,109.85942634363688,69.54967741935482,1,2,92,18
107.58421052631591,109.8183235867447,68.97999999999999,1,2,93,19
107.56842105263176,109.86165413533838,69.23870967741925,1,2,94,18
107.53157894736866,109.85625174046227,69.88387096774186,1,2,95,17
107.54736842105292,109.90504037872459,69.3522580645162,1,2,96,18
107.58421052631608,109.88393205235309,69.24967741935478,1,2,97,17
107.6315789473687,109.81169590643275,69.32709677419368,1,2,98,19
107.65789473684235,109.86215538847118,69.79225806451616,1,2,99,17
107.63157894736867,109.84310776942357,69.39741935483876,1,2,100,17
107.57894736842111,109.8377610693401,69.18516129032267,1,2,101,18
107.62105263157913,109.82506265664163,69.96258064516135,1,2,102,17
107.59473684210553,109.82216652742967,69.0658064516129,1,2,103,16
107.55263157894747,109.79715956558067,69.15419354838704,1,2,104,18
107.5157894736844,109.80902255639099,69.18903225806449,1,2,105,17
107.65263157894756,109.8712336396547,70.15290322580648,1,1,106,17
107.60526315789498,109.86310219994431,68.4000000000001,1,2,107,18
107.63157894736868,109.83107769423557,69.34838709677429,1,2,108,17
107.56315789473712,109.832470064049,68.72709677419346,1,2,109,18
107.48421052631592,109.86343636869955,70.37354838709669,1,2,110,19
107.70526315789499,109.83274853801173,68.97290322580633,1,1,111,17
107.55789473684231,109.85318852687274,69.45161290322572,1,2,112,17
107.70526315789493,109.82199944305209,69.56580645161296,1,2,113,15
107.70000000000027,109.86176552492343,68.59161290322592,1,2,114,18
107.6263157894739,109.84366471734893,69.84774193548375,1,2,115,17
107.58421052631594,109.8006683375105,68.1625806451612,1,2,116,17
107.4947368421055,109.81598440545808,69.23032258064512,1,2,117,17
107.63684210526343,109.81158451684769,69.53225806451614,1,2,118,16
107.6578947368424,109.87780562517403,68.68064516129029,1,2,119,18
107.67368421052649,109.84026733500421,69.03096774193534,1,2,120,17
107.66842105263186,109.813589529379,69.11161290322585,1,2,121,17
107.6210526315792,109.86755778334727,68.90580645161285,1,2,122,18
107.71578947368437,109.88632692843223,69.65870967741941,1,1,123,15
107.52631578947373,109.87362851573384,69.15612903225818,1,2,124,17
107.61052631578976,109.86293511556669,68.54258064516118,1,2,125,16
107.5000000000002,109.83792815371764,69.29741935483882,1,2,126,17
107.484210526316,109.87145641882486,70.42322580645147,1,2,127,18
107.5473684210528,109.85864661654139,69.8458064516128,1,2,128,17
107.6473684210528,109.85435811751603,70.12967741935488,1,2,129,17
107.7210526315792,109.91306042884992,69.88129032258051,1,2,130,18
107.57368421052647,109.80406571985525,69.1380645161291,1,2,131,18
107.5315789473687,109.82144249512672,69.53161290322569,1,2,132,16
107.70000000000023,109.92291840712896,69.46645161290324,1,2,133,18
107.72105263157913,109.8946811473128,68.61032258064505,1,2,134,16
107.58947368421065,109.82439431913123,69.2483870967742,1,2,135,18
107.61578947368433,109.80707323865225,69.02967741935491,1,2,136,18
107.6105263157897,109.8529657477026,70.06258064516125,1,2,137,15
107.58947368421057,109.86081871345039,70.0477419354838,1,2,138,18
107.68947368421074,109.86794764689502,69.76129032258075,1,2,139,15
107.56315789473712,109.80657198551937,69.95483870967749,1,2,140,17
107.56842105263183,109.89429128376499,69.30322580645155,1,1,141,18
107.74210526315808,109.8876079086606,68.75483870967746,1,2,142,16
107.62105263157919,109.83943191311613,68.5083870967742,1,2,143,18
107.61578947368442,109.84455583402955,69.14967741935486,1,2,144,16
107.60000000000018,109.8717905875801,69.23870967741925,1,2,145,17
107.59473684210543,109.86850459482042,69.14967741935487,1,2,146,17
107.53684210526337,109.8108604845447,69.04387096774208,1,2,147,17
107.57894736842123,109.82779170147593,69.5361290322579,1,2,148,15
107.68421052631605,109.85157337788918,68.64580645161294,1,2,149,16
107.5947368421055,109.83057644110276,68.83612903225799,1,2,150,16
107.5789473684212,109.87897521581735,70.20516129032262,1,2,151,18
107.51578947368438,109.87095516569201,69.89999999999995,1,2,152,18
107.55263157894748,109.90169869117243,69.2961290322581,1,2,153,18
107.57894736842123,109.88025619604569,68.76193548387101,1,2,154,18
107.50526315789493,109.85569479253692,70.17161290322579,1,2,155,17
107.56315789473709,109.81514898357003,68.6245161290323,1,2,156,18
107.57894736842123,109.8624338624339,68.70193548387095,1,2,157,18
107.58947368421077,109.80011138958507,69.34322580645151,1,2,158,18
107.52631578947391,109.81091617933723,68.92322580645158,1,2,159,18
107.67368421052655,109.83926482873855,69.03290322580655,1,2,160,18
107.68421052631605,109.8612642717906,68.5548387096775,1,2,161,16
107.59473684210549,109.85519353940408,69.37806451612893,1,2,162,18
107.63684210526334,109.89434697855752,69.12064516129024,1,2,163,16
107.3736842105264,109.80551378446121,69.20774193548384,1,2,164,19
107.67894736842129,109.86577554998611,69.3664516129032,1,2,165,17
107.65263157894753,109.88287385129496,69.66580645161308,1,2,166,17
107.64736842105276,109.85786688944589,68.99612903225797,1,1,167,18
107.61578947368443,109.87507658033977,69.1851612903226,1,2,168,19
107.6368421052634,109.80233918128656,68.92838709677402,1,2,169,15
107.52105263157915,109.82244500139238,69.24967741935474,1,2,170,19
107.64736842105275,109.85931495405185,69.13032258064533,1,2,171,17
107.61578947368433,109.83686995265946,70.30903225806448,1,2,172,17
107.63684210526344,109.83553327763853,69.19870967741933,1,2,173,17
107.67368421052647,109.8726817042607,69.8541935483871,1,2,174,16
107.54210526315802,109.81810080757454,69.32967741935478,1,2,175,16
107.52105263157911,109.8862712336397,68.78064516129035,1,2,176,18
107.58947368421082,109.80133667502088,68.1980645161291,1,2,177,17
107.61052631578974,109.83998886104149,69.38580645161288,1,2,178,17
107.63684210526337,109.83670286828186,68.08258064516119,1,2,179,15
107.60526315789488,109.84522417154,69.80129032258084,1,2,180,17
107.62631578947378,109.88253968253974,69.23999999999985,1,1,181,18
107.58947368421077,109.80584795321637,69.0709677419354,1,2,182,18
107.63157894736864,109.8615427457533,68.63741935483857,1,2,183,18
107.663157894737,109.85040378724597,68.65677419354836,1,2,184,16
107.7789473684213,109.88983570036203,69.3116129032258,1,2,185,14
107.54736842105278,109.82127541074912,69.59161290322572,1,1,186,18
107.64736842105287,109.86287942077418,68.8664516129033,1,2,187,16
107.67368421052662,109.84778613199664,68.41806451612906,1,2,188,15
107.64736842105285,109.83870788081316,69.61548387096789,1,2,189,18
107.45263157894763,109.80439988861042,69.68516129032247,1,2,190,17
107.52631578947387,109.88883319409636,69.66838709677415,1,2,191,19
107.68947368421075,109.9001949317739,69.33290322580646,1,2,192,17
107.51052631578966,109.87490949596214,69.3367741935484,1,2,193,18
107.68421052631605,109.84940128098025,69.147741935484,1,1,194,19
107.61578947368447,109.85073795600113,68.68838709677429,1,2,195,18
107.53684210526343,109.84399888610415,69.03032258064506,1,2,196,16
107.51052631578962,109.90331384015596,70.11225806451618,1,1,197,18
107.67368421052646,109.84049011417439,69.19032258064512,1,2,198,19
107.5526315789476,109.82367028682819,69.1148387096774,1,2,199,18
107.59473684210546,109.88398774714565,70.24387096774205,1,2,200,18
107.63157894736865,109.83971038707882,68.61096774193547,1,2,201,16
107.56842105263168,109.85235310498472,70.12193548387083,1,2,202,16
107.55789473684224,109.89991645781124,69.24709677419338,1,2,203,18
107.48947368421068,109.82305764411029,69.85548387096756,1,2,204,18
107.55263157894754,109.8408799777221,71.2980645161291,1,1,205,17
107.38421052631597,109.7919799498747,69.29419354838713,1,2,206,17
107.60526315789497,109.85419103313842,68.79419354838713,1,2,207,16
107.55263157894751,109.86633249791147,69.97354838709686,1,2,208,16
107.63157894736862,109.84734057365638,69.1587096774194,1,2,209,16
107.56842105263176,109.80228348649403,69.0890322580646,1,2,210,19
107.70000000000019,109.85786688944589,68.73935483870969,1,2,211,17
107.61578947368442,109.86482873851295,70.10064516129044,1,1,212,16
107.6631578947371,109.90091896407687,68.97806451612912,1,1,213,19
107.74210526315817,109.84605959342802,68.58774193548383,1,2,214,18
107.5052631578949,109.88549150654417,69.4187096774193,1,2,215,18
107.48421052631598,109.83052074631024,70.01225806451615,1,2,216,19
107.52631578947386,109.81392369813426,68.84322580645157,1,2,217,18
107.6894736842107,109.86321358952945,68.52387096774193,1,1,218,17
107.55789473684226,109.79883040935677,69.1212903225806,1,2,219,18
107.49473684210537,109.82929546087443,70.29354838709676,1,2,220,18
107.51578947368438,109.82489557226401,69.91483870967727,1,2,221,17
107.45263157894759,109.80996936786413,69.74193548387092,1,2,222,18
107.5210526315792,109.81069340016708,68.87225806451619,1,2,223,17
107.58421052631603,109.81938178780285,68.56193548387101,1,2,224,16
107.61578947368439,109.86811473127266,69.376129032258,1,1,225,17
107.52631578947387,109.83029796714008,69.26709677419366,1,2,226,16
107.53157894736853,109.82935115566698,69.35483870967742,1,2,227,17
107.62631578947386,109.83692564745199,70.15032258064511,1,2,228,17
107.63157894736861,109.92904483430802,69.43806451612896,1,2,229,17
107.44210526315806,109.82411584516849,70.18645161290323,1,2,230,18
107.57368421052641,109.86544138123094,69.25419354838714,1,2,231,20
107.58947368421067,109.84656084656089,69.42129032258067,1,2,232,17
107.61052631578971,109.90091896407687,69.96193548387097,1,2,233,19
107.56842105263182,109.81910331384017,68.60967741935474,1,2,234,18
107.6157894736845,109.86287942077415,69.64709677419353,1,1,235,16
107.6157894736843,109.8788081314398,69.59483870967752,1,2,236,15
107.51578947368442,109.82138680033418,69.21870967741926,1,1,237,17
107.59473684210535,109.84672793093853,69.66709677419362,1,2,238,16
107.70000000000024,109.83319409635202,68.44903225806456,1,2,239,18
107.66842105263177,109.88326371484268,69.77419354838709,1,2,240,17
107.58421052631606,109.8519075466444,69.43870967741942,1,2,241,16
107.65789473684235,109.84572542467279,69.14709677419359,1,1,242,18
107.5578947368422,109.8528543581176,69.3174193548386,1,2,243,17
107.56842105263175,109.8766360345308,69.39741935483868,1,2,244,18
107.66315789473704,109.88387635756061,68.93096774193546,1,2,245,17
107.56842105263162,109.82812587023123,69.65161290322573,1,2,246,18
107.51052631578973,109.82634363686996,69.50258064516132,1,2,247,15
107.50000000000028,109.82422723475356,69.74129032258058,1,2,248,16
107.56842105263178,109.85875800612642,69.37225806451605,1,2,249,17
107.68947368421071,109.82043998886108,68.885806451613,1,2,250,17
107.53684210526336,109.84800891116681,69.43999999999988,1,2,251,17
107.48947368421072,109.83113338902814,69.79096774193542,1,2,252,17
107.55789473684229,109.84132553606241,69.17483870967749,1,2,253,19
107.66315789473715,109.8273461431356,69.09870967741921,1,2,254,19
107.50000000000017,109.79159008632696,68.44903225806442,1,2,255,17
107.65263157894756,109.88827624617103,69.13483870967735,1,2,256,17
107.605263157895,109.91233639654692,69.63483870967742,1,2,257,19
107.47894736842129,109.84455583402953,70.50580645161278,1,2,258,18
107.55263157894754,109.81058201058207,68.38451612903229,1,2,259,17
107.63157894736861,109.86638819270402,69.66387096774193,1,1,260,19
107.55789473684233,109.86287942077416,69.57548387096767,1,2,261,18
107.56842105263169,109.89106098579788,69.33354838709674,1,2,262,18
107.67894736842129,109.89050403787246,69.37419354838705,1,1,263,17
107.54210526315813,109.81336675020886,68.816129032258,1,2,264,15
107.66315789473698,109.93027011974384,70.35935483870962,1,2,265,17
107.56315789473696,109.80562517404631,68.77096774193546,1,2,266,19
107.51578947368436,109.81091617933727,69.66903225806449,1,2,267,19
107.63157894736857,109.8813143971039,69.7167741935484,1,2,268,16
107.53684210526333,109.79871901977167,69.27161290322582,1,2,269,18
107.57368421052651,109.83118908382066,69.88193548387089,1,2,270,18
107.50526315789487,109.86889445836817,69.86774193548385,1,2,271,19
107.6368421052634,109.86310219994431,69.98387096774195,1,2,272,16
107.6000000000002,109.81475912002227,69.7329032258064,1,2,273,16
107.55263157894755,109.84862155388473,70.1477419354839,1,2,274,17
107.57894736842125,109.93338902812589,69.83677419354835,1,2,275,18
107.6368421052633,109.82678919521031,69.00451612903238,1,2,276,17
107.58947368421072,109.85302144249515,69.56322580645153,1,2,277,16
107.55263157894758,109.91690336953495,69.42967741935473,1,2,278,19
107.64210526315806,109.85669729880262,69.36322580645154,1,2,279,15
107.56315789473709,109.8827067669173,69.15935483870976,1,2,280,16
107.67368421052652,109.89289891395158,68.4696774193548,1,2,281,18
107.60526315789501,109.8369813422445,68.47290322580655,1,2,282,17
107.64736842105285,109.84483430799222,69.64387096774193,1,2,283,18
107.56315789473713,109.81604010025062,68.34967741935486,1,2,284,19
107.56842105263176,109.83848510164302,69.45935483870973,1,2,285,18
107.5842105263159,109.87568922305769,70.21806451612903,1,2,286,16
107.54210526315809,109.83118908382069,69.4709677419353,1,2,287,19
107.51578947368436,109.83068783068786,69.28709677419357,1,2,288,18
107.50526315789494,109.85742133110556,69.96967741935478,1,2,289,18
107.46842105263181,109.84700640490115,69.70451612903229,1,2,290,16
107.64210526315803,109.88454469507104,70.15935483870966,1,2,291,15
107.60000000000021,109.80295182400448,68.7606451612904,1,2,292,16
107.60526315789487,109.85664160401005,69.65096774193546,1,2,293,17
107.72631578947393,109.85446950710111,68.94258064516123,1,2,294,17
107.72105263157913,109.81810080757455,69.074193548387,1,2,295,18
107.5157894736844,109.85196324143695,68.9109677419355,1,2,296,17
107.64736842105276,109.86772486772492,69.81096774193551,1,1,297,18
107.61578947368432,109.82144249512676,70.11290322580643,1,1,298,17
107.5736842105266,109.86872737399055,69.63612903225805,1,2,299,15
107.58421052631599,109.83191311612364,69.39419354838701,1,2,300,17
107.55789473684233,109.86532999164581,69.33935483870967,1,2,301,18
107.67894736842112,109.83074352548046,68.99999999999991,1,1,302,17
107.642105263158,109.84438874965198,69.22451612903211,1,2,303,17
107.62631578947398,109.85641882483988,68.81225806451617,1,2,304,17
107.64736842105283,109.84739626844892,69.89032258064525,1,2,305,18
107.58421052631597,109.81392369813429,68.00258064516116,1,2,306,17
107.68421052631598,109.88872180451132,69.30903225806449,1,2,307,18
107.49473684210535,109.88164856585917,69.57999999999998,1,2,308,16
107.67368421052649,109.83748259537737,69.7490322580645,1,2,309,15
107.61578947368434,109.87886382623229,70.01741935483867,1,2,310,17
107.65263157894746,109.8497354497355,69.69096774193544,1,1,311,17
107.55789473684226,109.91439710387081,69.72129032258051,1,2,312,18
107.52105263157912,109.80350877192984,69.6890322580645,1,2,313,18
107.60526315789492,109.83130047340578,69.03806451612903,1,2,314,18
107.65263157894766,109.87646895015315,69.40451612903237,1,2,315,18
107.66842105263169,109.8723475355055,68.99290322580642,1,2,316,17
107.57368421052655,109.80696184906712,69.05354838709675,1,2,317,17
107.58947368421076,109.8200501253133,68.81483870967747,1,2,318,19
107.33684210526336,109.80194931773883,70.34387096774199,1,2,319,18
107.51578947368444,109.80623781676414,69.47354838709678,1,2,320,18
107.67894736842113,109.85430242272353,70.26258064516138,1,1,321,18
107.54210526315815,109.91049846839323,69.17161290322589,1,2,322,16
107.49473684210543,109.84511278195492,68.67806451612894,1,2,323,16
107.61052631578958,109.87251461988309,69.74258064516135,1,2,324,18
107.55789473684223,109.8432748538012,70.53161290322574,1,2,325,17
107.60000000000012,109.81715399610142,70.42774193548388,1,2,326,16
107.45263157894756,109.82066276803123,70.32129032258064,1,2,327,18
107.53157894736862,109.87680311890841,69.02387096774196,1,2,328,19
107.63157894736864,109.83865218602061,69.01935483870967,1,1,329,17
107.58421052631594,109.83932052353107,69.64516129032259,1,2,330,16
107.59473684210546,109.87301587301593,69.01419354838718,1,2,331,18
107.47894736842123,109.80183792815374,69.10387096774195,1,1,332,17
107.70000000000027,109.89206349206351,69.21677419354846,1,1,333,17
107.58947368421073,109.81520467836258,69.81870967741932,1,2,334,19
107.65789473684232,109.91166805903649,69.48322580645147,1,2,335,18
107.53684210526329,109.94146477304378,69.34129032258072,1,2,336,18
107.57368421052655,109.8754664438875,69.885806451613,1,2,337,16
107.60000000000011,109.85229741019218,70.42903225806444,1,2,338,18
107.55789473684227,109.80852130325816,70.06387096774198,1,2,339,17
107.53684210526339,109.90130882762462,69.71161290322576,1,2,340,19
107.5052631578949,109.81236424394325,68.31870967741932,1,2,341,21
107.6052631578949,109.8660540239488,69.17870967741929,1,2,342,18
107.50526315789487,109.83369534948487,69.39225806451606,1,2,343,19
107.60526315789494,109.85558340295184,69.26322580645156,1,2,344,17
107.56842105263166,109.876134781398,69.72645161290308,1,2,345,18
107.4578947368423,109.81397939292677,69.37548387096786,1,2,346,18
107.71052631578966,109.84366471734897,69.15806451612899,1,2,347,17
107.53684210526332,109.83987747145645,69.48193548387104,1,2,348,17
107.55789473684221,109.86198830409361,69.91290322580633,1,2,349,18
107.62631578947389,109.82868281815652,69.08967741935487,1,2,350,18
107.60526315789495,109.81631857421335,68.42193548387088,1,2,351,16
107.51052631578966,109.83932052353107,70.79290322580651,1,2,352,18
107.56315789473705,109.88994708994711,71.12129032258076,1,2,353,17
107.52631578947391,109.83196881091618,69.5870967741935,1,2,354,17
107.69473684210553,109.80289612921193,68.78838709677433,1,2,355,16
107.6157894736844,109.84154831523256,68.78387096774196,1,2,356,16
107.63684210526343,109.85413533834586,69.16645161290329,1,2,357,16
107.69473684210546,109.84867724867732,67.47677419354841,1,2,358,19
107.663157894737,109.87145641882488,70.21419354838706,1,2,359,16
107.7789473684212,109.87023113338911,69.29419354838704,1,2,360,17
107.53684210526336,109.82923976608188,70.04193548387097,1,2,361,18
107.68947368421072,109.83620161514901,68.9909677419354,1,2,362,17
107.62105263157923,109.83525480367585,69.17290322580662,1,2,363,19
107.5421052631581,109.80802005012534,69.38129032258065,1,2,364,16
107.50000000000024,109.80339738234476,69.12322580645149,1,2,365,20
107.41578947368437,109.77616262879424,68.26903225806457,1,2,366,18
107.54736842105278,109.81203007518802,68.89548387096771,1,2,367,19
107.54210526315809,109.83068783068784,70.15935483870965,1,2,368,18
107.61052631578967,109.84895572263996,69.4735483870968,1,2,369,18
107.58421052631603,109.80957950431637,68.1993548387097,1,2,370,18
107.62105263157919,109.84600389863552,68.33677419354832,1,2,371,18
107.61578947368443,109.80657198551937,69.4496774193549,1,2,372,19
107.55789473684227,109.79805068226122,69.76645161290334,1,2,373,17
107.5947368421054,109.92152603731554,69.76580645161289,1,2,374,18
107.65789473684231,109.83308270676696,68.91999999999993,1,2,375,17
107.58421052631591,109.84171539961018,69.26193548387099,1,2,376,17
107.54736842105278,109.84132553606244,68.79612903225808,1,2,377,17
107.71052631578975,109.8280701754386,68.80193548387084,1,2,378,17
107.60526315789484,109.83881927039828,69.77548387096773,1,2,379,17
107.42631578947397,109.84945697577278,69.11870967741943,1,2,380,19
107.56842105263189,109.83525480367585,69.02322580645159,1,2,381,17
107.60000000000014,109.86705653021448,69.11096774193561,1,2,382,18
107.5105263157896,109.87151211361743,69.1406451612903,1,2,383,16
107.53157894736862,109.83035366193262,69.9258064516129,1,2,384,17
107.53157894736852,109.83157894736848,68.65419354838716,1,2,385,18
107.57894736842121,109.85034809245337,70.05999999999996,1,2,386,19
107.60526315789494,109.90002784739629,69.91096774193538,1,2,387,17
107.56842105263178,109.82160957950434,68.33677419354838,1,2,388,17
107.52631578947394,109.82862712336397,68.93354838709675,1,2,389,18
107.5105263157897,109.80016708437763,69.012258064516,1,2,390,18
107.56315789473703,109.82734614313566,69.3767741935484,1,2,391,18
107.58421052631596,109.81754385964913,69.70774193548384,1,2,392,17
107.6842105263161,109.85563909774434,69.19935483870974,1,2,393,17
107.66842105263187,109.89033695349485,69.38193548387102,1,2,394,15
107.66842105263184,109.87546644388749,68.5587096774193,1,2,395,16
107.56315789473697,109.87869674185467,69.83870967741927,1,2,396,19
107.42631578947396,109.83514341409082,69.93419354838726,1,2,397,17
107.64736842105292,109.82071846282372,68.6012903225808,1,2,398,16
107.7368421052634,109.81559454191033,68.95483870967746,1,2,399,16
107.56315789473705,109.87969924812032,69.48193548387096,1,2,400,16
107.6526315789476,109.9139515455305,69.47483870967744,1,2,401,17
107.6210526315791,109.86449456975777,69.90838709677415,1,2,402,17
107.52105263157912,109.85073795600113,69.68193548387094,1,2,403,17
107.54736842105281,109.81604010025067,68.0632258064517,1,2,404,19
107.4894736842106,109.84372041214152,70.03225806451609,1,2,405,20
107.49473684210545,109.84004455583404,70.4851612903225,1,2,406,17
107.64736842105286,109.86098579782791,69.77419354838716,1,2,407,18
107.63157894736862,109.88855472013368,69.44774193548378,1,2,408,17
107.59473684210548,109.91406293511557,69.68774193548386,1,2,409,17
107.64736842105287,109.82183235867446,69.27032258064528,1,2,410,15
107.68421052631597,109.84717348927879,69.70903225806454,1,2,411,17
107.55789473684236,109.81631857421331,68.50967741935467,1,2,412,18
107.57894736842114,109.83971038707888,69.37999999999988,1,2,413,16
107.72105263157917,109.83079922027297,68.97741935483856,1,2,414,16
107.71578947368444,109.90988582567533,68.32129032258071,1,2,415,18
107.64210526315819,109.8705096073517,68.82516129032263,1,2,416,16
107.60000000000016,109.87914230019496,69.67419354838718,1,2,417,17
107.58947368421069,109.90994152046785,70.86580645161287,1,1,418,18
107.62105263157912,109.83247006404906,68.73483870967733,1,2,419,19
107.57894736842127,109.85563909774437,69.77548387096776,1,2,420,15
107.70526315789498,109.85441381230856,69.10838709677418,1,2,421,16
107.71052631578968,109.90080757449184,69.13096774193559,1,1,422,16
107.60526315789491,109.88966861598445,69.54709677419359,1,2,423,18
107.60526315789497,109.87641325536063,69.85161290322586,1,2,424,17
107.60526315789491,109.88771929824564,69.36903225806442,1,2,425,17
107.61052631578966,109.85664160401004,70.04064516129048,1,2,426,16
107.68421052631605,109.87563352826513,68.56387096774203,1,2,427,19
107.57368421052645,109.82901698691175,69.94322580645158,1,2,428,18
107.54736842105282,109.81514898357007,68.90709677419358,1,2,429,18
107.54736842105292,109.84912280701754,67.85999999999999,1,2,430,17
107.6473684210528,109.89913673071571,69.91290322580639,1,2,431,16
107.46315789473705,109.82667780562518,69.27032258064533,1,2,432,19
107.64736842105285,109.84010025062658,69.44129032258066,1,2,433,18
